Datetime,TSLA,TSLA,TSLA,TSLA,TSLA
2025-09-30 19:14:00,441.44000244140625,441.639404296875,441.3599853515625,441.54998779296875,127734
2025-09-30 19:15:00,441.3500061035156,441.6000061035156,441.2550048828125,441.4383850097656,119898
2025-09-30 19:16:00,441.3800964355469,441.67999267578125,441.3450012207031,441.375,97762
2025-09-30 19:17:00,441.4115905761719,441.7044982910156,441.3299865722656,441.375,95188
2025-09-30 19:18:00,441.5450134277344,441.94000244140625,441.3999938964844,441.4049987792969,150149
2025-09-30 19:19:00,441.6700134277344,441.79998779296875,441.468994140625,441.510009765625,80036
2025-09-30 19:20:00,441.92999267578125,441.989990234375,441.5899963378906,441.6199951171875,87146
2025-09-30 19:21:00,442.2250061035156,442.260009765625,441.71160888671875,441.92999267578125,118079
2025-09-30 19:22:00,442.4200134277344,442.639892578125,442.20001220703125,442.206298828125,137324
2025-09-30 19:23:00,442.53009033203125,442.6299133300781,442.3999938964844,442.44000244140625,83881
2025-09-30 19:24:00,442.9649963378906,443.0398864746094,442.4901123046875,442.55999755859375,125430
2025-09-30 19:25:00,443.30999755859375,443.3999938964844,442.860107421875,442.95001220703125,188274
2025-09-30 19:26:00,443.69500732421875,443.7499084472656,443.239990234375,443.2749938964844,195397
2025-09-30 19:27:00,444.1199951171875,444.17999267578125,443.6344909667969,443.69000244140625,212891
2025-09-30 19:28:00,444.1499938964844,444.1698913574219,443.80999755859375,444.1050109863281,140520
2025-09-30 19:29:00,444.0400085449219,444.25,443.8500061035156,444.1549987792969,151147
2025-09-30 19:30:00,444.07598876953125,444.20001220703125,443.6600036621094,444.0299987792969,169537
2025-09-30 19:31:00,444.24969482421875,444.4100036621094,444.010009765625,444.09161376953125,182463
2025-09-30 19:32:00,444.409912109375,444.44000244140625,444.0,444.2499084472656,151005
2025-09-30 19:33:00,444.0,444.4200134277344,443.989990234375,444.3916931152344,132011
2025-09-30 19:34:00,443.6673889160156,444.1000061035156,443.5849914550781,444.07000732421875,171180
2025-09-30 19:35:00,443.7799987792969,443.79998779296875,443.57000732421875,443.7099914550781,126276
2025-09-30 19:36:00,444.0,444.17999267578125,443.739990234375,443.7604064941406,163354
2025-09-30 19:37:00,444.0198974609375,444.1600036621094,443.7705078125,444.010009765625,107538
2025-09-30 19:38:00,443.9750061035156,444.1600036621094,443.8399963378906,444.0050048828125,104506
2025-09-30 19:39:00,443.75,444.06500244140625,443.7200012207031,443.9599914550781,100557
2025-09-30 19:40:00,443.1400146484375,443.8500061035156,443.0,443.7300109863281,226245
2025-09-30 19:41:00,443.45001220703125,443.5459899902344,443.0199890136719,443.1499938964844,133100
2025-09-30 19:42:00,443.3699951171875,443.5299987792969,443.25,443.4999084472656,77234
2025-09-30 19:43:00,443.4200134277344,443.4800109863281,443.20001220703125,443.3999938964844,95698
2025-09-30 19:44:00,443.3800048828125,443.4549865722656,443.2799987792969,443.3800048828125,57830
2025-09-30 19:45:00,444.002685546875,444.0400085449219,443.3450012207031,443.3800048828125,180960
2025-09-30 19:46:00,443.86029052734375,444.260009765625,443.86029052734375,443.9700012207031,162472
2025-09-30 19:47:00,443.4495849609375,443.885009765625,443.42999267578125,443.8800048828125,134340
2025-09-30 19:48:00,443.6099853515625,443.75,443.2799987792969,443.4599914550781,172605
2025-09-30 19:49:00,443.5799865722656,443.6400146484375,443.3457946777344,443.6300048828125,112208
2025-09-30 19:50:00,443.6015930175781,443.989990234375,443.30999755859375,443.54998779296875,157645
2025-09-30 19:51:00,444.00030517578125,444.0979919433594,443.6099853515625,443.6499938964844,168297
2025-09-30 19:52:00,444.1700134277344,444.1899108886719,443.8800048828125,444.0400085449219,147522
2025-09-30 19:53:00,444.6600036621094,444.739990234375,444.06500244140625,444.1400146484375,305007
2025-09-30 19:54:00,444.7406005859375,444.82000732421875,444.3999938964844,444.6700134277344,250761
2025-09-30 19:55:00,444.79998779296875,445.0,444.6236877441406,444.7200012207031,272965
2025-09-30 19:56:00,444.6872863769531,444.95001220703125,444.6505126953125,444.760009765625,209483
2025-09-30 19:57:00,444.75,444.8599853515625,444.55010986328125,444.7099914550781,199957
2025-09-30 19:58:00,444.71600341796875,444.79998779296875,444.6099853515625,444.7799987792969,238883
2025-09-30 19:59:00,444.5400085449219,444.8299865722656,444.5400085449219,444.70001220703125,527177
2025-10-01 13:30:00,443.0000915527344,446.1430969238281,443.0,443.739990234375,2002361
2025-10-01 13:31:00,442.17498779296875,443.78619384765625,441.8750915527344,443.0299987792969,395199
2025-10-01 13:32:00,441.2362060546875,442.4599914550781,440.760009765625,442.19000244140625,369219
2025-10-01 13:33:00,442.4700012207031,442.57000732421875,440.8999938964844,441.2875061035156,262907
2025-10-01 13:34:00,442.33990478515625,442.889892578125,441.6000061035156,442.4700012207031,276687
2025-10-01 13:35:00,444.0050048828125,444.1300048828125,442.18011474609375,442.18011474609375,418686
2025-10-01 13:36:00,445.4200134277344,445.55999755859375,443.3599853515625,444.04998779296875,495406
2025-10-01 13:37:00,446.44000244140625,446.8800048828125,445.05010986328125,445.3900146484375,533200
2025-10-01 13:38:00,448.17999267578125,448.2398986816406,446.3666076660156,446.3951110839844,648980
2025-10-01 13:39:00,448.2947082519531,449.5,447.94781494140625,448.239990234375,680757
2025-10-01 13:40:00,446.5574035644531,448.3299865722656,446.4750061035156,448.2900085449219,527111
2025-10-01 13:41:00,447.17999267578125,447.54510498046875,446.2200012207031,446.56500244140625,339870
2025-10-01 13:42:00,445.60888671875,447.34991455078125,445.00469970703125,447.2149963378906,421232
2025-10-01 13:43:00,446.5537109375,446.6799011230469,445.44000244140625,445.7200012207031,257788
2025-10-01 13:44:00,446.9100036621094,446.989990234375,446.0101013183594,446.5799865722656,223704
2025-10-01 13:45:00,447.68499755859375,448.1199951171875,446.8999938964844,446.9100036621094,395981
2025-10-01 13:46:00,448.18499755859375,448.4512939453125,447.35009765625,447.6099853515625,356377
2025-10-01 13:47:00,447.87109375,448.3900146484375,447.32000732421875,448.18499755859375,319884
2025-10-01 13:48:00,447.19000244140625,448.17999267578125,446.61260986328125,448.0,332699
2025-10-01 13:49:00,446.2550048828125,447.4200134277344,445.88031005859375,447.0899963378906,344748
2025-10-01 13:50:00,447.2799987792969,447.3699951171875,445.70001220703125,446.2200012207031,287268
2025-10-01 13:51:00,447.7203063964844,448.20001220703125,447.05010986328125,447.1330871582031,324891
2025-10-01 13:52:00,447.1600036621094,448.6000061035156,446.3299865722656,447.7349853515625,528977
2025-10-01 13:53:00,447.5299987792969,447.5799865722656,446.3092956542969,447.1199951171875,196596
2025-10-01 13:54:00,446.7449951171875,447.6700134277344,446.4154968261719,447.54998779296875,173120
2025-10-01 13:55:00,446.6600036621094,446.8999938964844,446.1300048828125,446.69000244140625,192997
2025-10-01 13:56:00,446.3399963378906,447.0,446.0899963378906,446.6000061035156,168704
2025-10-01 13:57:00,445.9700012207031,446.7410888671875,445.89471435546875,446.489990234375,194407
2025-10-01 13:58:00,445.375,445.95001220703125,444.8554992675781,445.94000244140625,325312
2025-10-01 13:59:00,445.79998779296875,445.9299011230469,444.95001220703125,445.4100036621094,203999
2025-10-01 14:00:00,445.82000732421875,445.92999267578125,445.1499938964844,445.7200012207031,160536
2025-10-01 14:01:00,446.57501220703125,446.6499938964844,445.23040771484375,445.7900085449219,218883
2025-10-01 14:02:00,446.1225891113281,447.32000732421875,446.10009765625,446.6799011230469,328122
2025-10-01 14:03:00,445.79998779296875,446.57000732421875,445.70001220703125,446.2300109863281,216052
2025-10-01 14:04:00,446.739990234375,446.84991455078125,445.8399963378906,445.8399963378906,152026
2025-10-01 14:05:00,447.29901123046875,447.3599853515625,446.25,446.7300109863281,271222
2025-10-01 14:06:00,446.2149963378906,447.5899963378906,446.10430908203125,447.34991455078125,246227
2025-10-01 14:07:00,446.2699890136719,446.77960205078125,446.2349853515625,446.25,109718
2025-10-01 14:08:00,447.5400085449219,447.6300048828125,446.1099853515625,446.2799987792969,222775
2025-10-01 14:09:00,449.2699890136719,449.28759765625,447.489990234375,447.5600891113281,480100
2025-10-01 14:10:00,450.2200012207031,450.489990234375,448.9100036621094,449.239990234375,853796
2025-10-01 14:11:00,449.1600036621094,450.2349853515625,448.79998779296875,450.19061279296875,351116
2025-10-01 14:12:00,449.3454895019531,449.54998779296875,448.70001220703125,449.1600036621094,271320
2025-10-01 14:13:00,449.885498046875,449.92999267578125,448.7099914550781,449.3500061035156,239407
2025-10-01 14:14:00,450.6700134277344,450.7099914550781,449.5799865722656,449.9100036621094,391448
2025-10-01 14:15:00,449.9150085449219,450.8800048828125,449.7001037597656,450.6499938964844,368261
2025-10-01 14:16:00,450.1579895019531,450.34991455078125,449.29998779296875,449.92999267578125,242993
2025-10-01 14:17:00,450.3599853515625,450.44000244140625,449.739990234375,450.135009765625,197884
2025-10-01 14:18:00,450.0199890136719,450.739990234375,449.4100036621094,450.3949890136719,289823
2025-10-01 14:19:00,452.4849853515625,452.6600036621094,450.0199890136719,450.0350036621094,707908
2025-10-01 14:20:00,453.8800048828125,454.0299987792969,452.3999938964844,452.4849853515625,660031
2025-10-01 14:21:00,454.4400939941406,454.79998779296875,453.8291931152344,453.8699951171875,496480
2025-10-01 14:22:00,454.06890869140625,454.67999267578125,453.2701110839844,454.44000244140625,469371
2025-10-01 14:23:00,454.301513671875,454.6000061035156,453.6600036621094,454.1000061035156,355733
2025-10-01 14:24:00,454.5614013671875,454.94000244140625,453.8599853515625,454.2699890136719,301253
2025-10-01 14:25:00,455.7416076660156,455.8599853515625,454.5600891113281,454.6098937988281,584030
2025-10-01 14:26:00,455.5400085449219,455.80999755859375,454.8599853515625,455.74310302734375,373933
2025-10-01 14:27:00,456.1600036621094,456.2900085449219,455.07000732421875,455.44110107421875,371518
2025-10-01 14:28:00,455.98699951171875,456.2099914550781,455.42999267578125,456.1499938964844,497249
2025-10-01 14:29:00,455.6700134277344,455.9825134277344,455.15008544921875,455.8500061035156,311642
2025-10-01 14:30:00,454.2878112792969,455.7900085449219,454.2001037597656,455.69500732421875,451462
2025-10-01 14:31:00,453.4100036621094,454.7699890136719,453.3800048828125,454.220703125,343554
2025-10-01 14:32:00,453.8349914550781,454.239990234375,453.1199951171875,453.42999267578125,288909
2025-10-01 14:33:00,453.7650146484375,454.17999267578125,453.6109924316406,453.8699951171875,153516
2025-10-01 14:34:00,454.4599914550781,454.5400085449219,453.55999755859375,453.7900085449219,244700
2025-10-01 14:35:00,454.510009765625,454.59991455078125,453.7300109863281,454.510009765625,350616
2025-10-01 14:36:00,455.18499755859375,455.3399963378906,454.30169677734375,454.54998779296875,254693
2025-10-01 14:37:00,454.7300109863281,455.1700134277344,454.5199890136719,455.1700134277344,169345
2025-10-01 14:38:00,455.1199951171875,455.20001220703125,454.4200134277344,454.739990234375,160806
2025-10-01 14:39:00,454.510009765625,455.3599853515625,454.42999267578125,455.1499938964844,184245
2025-10-01 14:40:00,455.1748962402344,455.2900085449219,454.1600036621094,454.510009765625,186688
2025-10-01 14:41:00,454.848388671875,455.4700012207031,454.6000061035156,455.1708984375,187764
2025-10-01 14:42:00,454.7950134277344,455.25,454.6700134277344,454.9399108886719,125878
2025-10-01 14:43:00,454.47698974609375,454.8599853515625,454.20001220703125,454.7243957519531,178491
2025-10-01 14:44:00,454.7799987792969,455.25,454.44000244140625,454.6000061035156,172189
2025-10-01 14:45:00,455.01971435546875,455.260009765625,454.5,454.7850036621094,207213
2025-10-01 14:46:00,454.739990234375,455.0797119140625,454.3500061035156,454.989990234375,239466
2025-10-01 14:47:00,454.510009765625,455.1788024902344,454.3999938964844,454.739990234375,168145
2025-10-01 14:48:00,454.5799865722656,454.6700134277344,454.25,454.5,161781
2025-10-01 14:49:00,454.4159851074219,454.67999267578125,454.1000061035156,454.6289978027344,141239
2025-10-01 14:50:00,454.2749938964844,454.75,454.1600036621094,454.3800048828125,119081
2025-10-01 14:51:00,454.8500061035156,455.07940673828125,454.2699890136719,454.32000732421875,177215
2025-10-01 14:52:00,455.0000915527344,455.3500061035156,454.79998779296875,454.8500061035156,224007
2025-10-01 14:53:00,456.3500061035156,456.489990234375,454.79998779296875,455.0530090332031,365473
2025-10-01 14:54:00,457.2650146484375,457.45001220703125,456.2099914550781,456.29998779296875,482779
2025-10-01 14:55:00,457.3900146484375,457.5498962402344,456.9200134277344,457.2900085449219,313543
2025-10-01 14:56:00,457.04010009765625,457.7200012207031,456.9104919433594,457.45989990234375,280004
2025-10-01 14:57:00,458.2300109863281,458.3349914550781,457.04010009765625,457.04010009765625,432470
2025-10-01 14:58:00,458.4649963378906,458.5986022949219,457.79998779296875,458.2349853515625,353127
2025-10-01 14:59:00,458.67999267578125,458.7799072265625,458.20001220703125,458.4700012207031,274194
2025-10-01 15:00:00,458.0408935546875,458.8699951171875,457.8800048828125,458.6658935546875,294303
2025-10-01 15:01:00,458.07000732421875,458.35260009765625,457.79998779296875,458.010009765625,199107
2025-10-01 15:02:00,457.4472961425781,458.2200012207031,457.44000244140625,458.0799865722656,180258
2025-10-01 15:03:00,457.381103515625,457.739990234375,457.1400146484375,457.44549560546875,180168
2025-10-01 15:04:00,457.2049865722656,457.7099914550781,457.1099853515625,457.4129943847656,136731
2025-10-01 15:05:00,456.1199951171875,457.2200012207031,456.0841064453125,457.2149963378906,273957
2025-10-01 15:06:00,456.0350036621094,456.30999755859375,455.760009765625,456.1700134277344,238980
2025-10-01 15:07:00,456.3550109863281,456.44000244140625,455.8999938964844,456.039794921875,131715
2025-10-01 15:08:00,456.07000732421875,456.7300109863281,455.8301086425781,456.3900146484375,179193
2025-10-01 15:09:00,456.2550048828125,456.44000244140625,455.95001220703125,456.1099853515625,109805
2025-10-01 15:10:00,455.9649963378906,456.54998779296875,455.8900146484375,456.2149963378906,153908
2025-10-01 15:11:00,456.02740478515625,456.1400146484375,455.82000732421875,455.9700012207031,100287
2025-10-01 15:12:00,455.4100036621094,456.2618103027344,455.4100036621094,456.1000061035156,150832
